Inventar-ID;Inventar-Nr;Inventar-Bezeichnung;Serien-Nr.;Anlagenbezeichnung/EMTEC;Typ / Modell;Materialbez.;Basisstelle;Einsatzstelle;letzte Stelle;Fahrzeug;Besitz;Anschaffung;Ausmusterungsdatum;Anschaffungskosten;Gehört zu Inventar-Nr;Lagerort;Anlagenkonto;Reservierung bis;Bemerkung;Barcode;Aktiv;Aktives Produkt;Hat Bild;Örtlicher Bereich;Haus;Ebene;Raum;Baujahr;Garantie von;Garantie bis;Aktennummer;Neubeschaff.preis;Abschreibungssatz;Monatsabschreibung;Restwert;abgeschrieben am;Instandhaltungsgrenze Jahr;Instandhaltungsgrenze;Instandhaltungskosten;Nutzungsdauer;technischer Nutzungssatz;technische Monatsabschreibung;technischer Restwert;technisch abgeschrieben am;Spannung;Strom;Leistung;Messfunktion vorhanden;IT fähig;CE Kennzeichen vorh.;Schutzart IP-Code;Anzahl Anschlüsse;Anschlussleitung fest;Anlageort fest;Gehört zu;Zuordnung;man. Benutzer;Benutzer;Änderungsdatum/Zeit;man. Änderungsdatum;Hersteller;Logistik-Status;Anleitung vorhanden;Kundendienst;Technik-Status;Technik-Anlage;MPG Klasse;Lieferant;MP Verantwortlicher;MP Beauftragter;Verantwortlicher §5;Geräteklassifikation VDE;Kostenstelle;Kostenart;Konto;Fachbereich;CAD-ID;Inventar-Garantie (Monate);Letzter Raum (Barcode);Letzter Raum (Nr);letzter Raum;Letzter Raum (Zeitstempel);Typ/Modell Freitext;Netzwerknummer;IP-Adresse;Budget;Anzahl Aufträge;Eingabenummer;Fremd-ID;Anzahl Tätigkeiten;Anzahl Termine;Anzahl Verträge;Länge;Breite;Höhe;Gewicht;Farbe;Fläche;Zusammensetzung;Inbetriebnahmedatum;End-Of-Service;Risikoklasse;EMTEC-Bezeichnung;EMTEC-Code;Verfügbarkeitsstufe;Investitionsnummer (Zugang);Investitionsnummer (Abgang);Projekt;Abrechnungscode;Geplanter Hersteller;Geplanter Typ;Ersetzt durch;1. Erneuerung;2. Erneuerung;Erneuerung (Verlängerung);1. Investitionssumme;2. Investitionssumme;Investitionssumme (Verlängerung);Bereitstellungspauschale (Normal);Bereitstellungspauschale (Verlängerung);Bewirtschaftungspauschale (Normal);Bewirtschaftungspauschale (Verlängerung);Verbrauchsmaterialpauschale Normal;Verbrauchsmaterialpauschale Verlängerung;Investitionsantragsnummer;Hauptgerät;Sammelposition Anzahl;Softwareversion;Leistung A;Leistung B;Leistung C
5443;5015125;ZLA - 124;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;0;;;;;;05015125;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1483;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5444;5015126;ZLA - 125;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K1;;;;;0;;;;;;05015126;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1572;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5445;5015127;ZLA - 126;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;0;;;;;;05015127;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1570;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5446;5015128;ZLA - 127;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;0;;;;;;05015128;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;799;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5447;5015129;ZLA - 128;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;0;;;;;;05015129;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5448;5015130;ZLA - 129;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ1;;;;;0;;;;;;05015130;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1294;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5449;5015131;ZLA - 130;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;0;;;;;;05015131;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1283;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5450;5025368;ZLA - 131;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;;;;;;;05025368;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1288;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5451;5025369;ZLA - 132;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof IT;;;;;;;;;;;05025369;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1207;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5452;5025370;ZLA - 133;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K2;;;;;;;;;;;05025370;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1601;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5453;5025371;ZLA - 134;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ1;;;;;;;;;;;05025371;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;2031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5454;5025372;ZLA - 135;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;;;;;;;05025372;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1670;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5455;5025373;ZLA - 136;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K1;;;;;;;;;;;05025373;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;2064;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5456;5025374;ZLA - 137;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05025374;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1858;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5457;5025375;ZLA - 138;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05025375;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1383;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5458;5025376;ZLA - 139;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;;;;;;;05025376;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1919;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5459;5025377;ZLA - 140;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;;;;;;;05025377;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1804;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5460;5025378;ZLA - 141;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K2;;;;;;;;;;;05025378;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;2068;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5461;5025379;ZLA - 142;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;;;;;;;05025379;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1610;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5462;5025380;ZLA - 143;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05025380;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5463;5025381;ZLA - 144;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof F1;;;;;;;;;;;05025381;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1984;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
5464;5025382;ZLA - 145;;;;ZLA;AWT ZLA REIN;;AWT ZLA REIN;;;;;;;;;;;05025382;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;02.02.2022;;;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
8661;5027748;ZLA - 146;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof IT;;;01.01.2024;;1;;;;;;05027748;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;733;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8662;5027749;ZLA - 147;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ1;;;01.01.2024;;1;;;;;;05027749;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1437;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8663;5027750;ZLA - 148;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;01.01.2024;;1;;;;;;05027750;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;884;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8664;5027751;ZLA - 149;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K1;;;01.01.2024;;1;;;;;;05027751;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;920;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8665;5027752;ZLA - 150;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof F1;;;01.01.2024;;1;;;;;;05027752;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;866;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8666;5027753;ZLA - 151;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;01.01.2024;;1;;;;;;05027753;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;832;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8667;5027754;ZLA - 152;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M2;;;01.01.2024;;1;;;;;;05027754;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;923;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8668;5027755;ZLA - 153;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof K1;;;01.01.2024;;1;;;;;;05027755;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;529;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8669;5027756;ZLA - 154;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;01.01.2024;;1;;;;;;05027756;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;916;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
8670;5027757;ZLA - 155;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof F2;;;01.01.2024;;1;;;;;;05027757;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYNAMED;28-05-2024  15:57;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;968;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5465;5015322;ZLA - 507;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05015322;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;546;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5466;5015323;ZLA - 508;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof F2;;;;;;;;;;;05015323;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;914;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5467;5015324;ZLA - 509;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M2;;;;;;;;;;;05015324;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;443;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5468;5015328;ZLA - 516;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05015328;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:59;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;802;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5478;5015329;ZLA - 517;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05015329;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;ABAZI;19-05-2020  14:24;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;803;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5479;5015334;ZLA - 522;;;;ZLA;AWT ZLA REIN;;M 3032;;;;;;;;;;;05015334;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;ABAZI;19-05-2020  14:30;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;4629;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5480;5015335;ZLA - 523;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof M3;;;;;;;;;;;05015335;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;ABAZI;19-05-2020  14:32;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;4742;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5481;5015336;ZLA - 524;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof IT;;;;;;;;;;;05015336;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;ABAZI;19-05-2020  14:33;19.05.2020;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;4495;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5473;5015337;ZLA - 525;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ2;;;;;0;;;;;;05015337;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;4214;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
5474;5015338;ZLA - 526;;;;ZLA;AWT ZLA REIN;;AWT Bahnhof NZ1;;;;;0;;;;;;05015338;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;;DYN_Import;07-05-2020  11:59;;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;3801;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;;;;;
4486;5015349;ZLA - 539;;;;ZLA;AWT ITZ Transportleitstelle;AWT ITZ Transportleitstelle;AWT Bahnhof M2;;;;;;;;;;;05015349;WAHR;FALSCH;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;FALSCH;;;;FALSCH;FALSCH;;;ABAZI;DYN_Import;07-05-2020  11:43;02.02.2022;;belegt;FALSCH;;;;;;;;;;;;;;;;;;;;;;;;1212;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;FALSCH;1;;;;
